"","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G3"
"482","F",16,1,0,0,"5th-9th grade","5th-9th grade",1,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,0,"good","not sure","high","very low","low","low",6,13,11
"483","F",15,1,1,0,"higher education","5th-9th grade",3,3,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","not sure","very low","not sure","very low",4,15,15
"484","M",16,1,1,0,"5th-9th grade","5th-9th grade",2,3,1,"15-30mins","2-5hrs",0,0,0,0,1,0,1,1,0,"good","high","low","very low","very low","not sure",6,12,11
"485","M",16,1,0,1,"higher education","higher education",0,4,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,0,"good","very low","not sure","not sure","very high","very high",6,9,10
"486","F",16,1,1,0,"secondary education","secondary education",3,3,0,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,1,"good","not sure","not sure","very low","not sure","high",2,9,11
"487","F",15,1,1,0,"higher education","secondary education",2,3,0,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"good","very high","very high","very low","not sure","very low",6,14,13
"488","F",16,1,0,0,"secondary education","primary education",3,3,1,"<15mins","2-5hrs",0,1,1,0,0,1,1,0,0,"not sure","not sure","not sure","low","not sure","low",0,12,12
"489","F",16,1,1,0,"higher education","5th-9th grade",0,2,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","not sure","very low","very low","very low",2,13,14
"490","M",15,1,0,0,"5th-9th grade","5th-9th grade",2,4,0,"<15mins",">10hrs",0,0,1,0,1,1,1,1,0,"good","not sure","high","very low","very low","high",2,11,12
"491","F",15,0,1,0,"primary education","primary education",1,3,0,"15-30mins",">10hrs",0,1,1,1,1,1,1,1,0,"not sure","very low","low","very low","very low","very low",4,13,13
"492","M",16,0,1,0,"higher education","secondary education",2,3,0,"15-30mins","<2hrs",0,1,1,1,1,0,1,1,0,"not sure","not sure","not sure","very low","very low","high",6,9,11
"493","F",16,1,1,0,"5th-9th grade","primary education",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,1,"good","not sure","very high","very low","very low","very high",0,13,12
"494","F",16,1,1,0,"higher education","higher education",3,3,0,"<15mins","<2hrs",0,0,0,0,1,0,1,1,0,"excellent","not sure","high","very low","low","very low",4,12,13
"495","F",16,1,1,0,"higher education","secondary education",3,1,0,"<15mins","5-10hrs",0,1,1,0,0,1,1,1,0,"excellent","not sure","very high","very low","very low","not sure",2,12,13
"496","M",16,1,1,0,"higher education","higher education",2,2,0,"<15mins","<2hrs",0,1,1,0,1,1,1,1,0,"good","very high","very high","very high","very high","high",12,9,8
"497","M",16,1,1,0,"higher education","higher education",2,0,1,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,1,"good","high","not sure","very low","very low","high",0,16,16
"498","M",15,1,1,0,"higher education","higher education",2,3,0,"<15mins","<2hrs",0,0,1,1,1,0,1,1,0,"excellent","not sure","not sure","very low","very low","very high",2,12,12
"499","F",15,1,1,0,"secondary education","5th-9th grade",2,3,0,"15-30mins","2-5hrs",0,1,1,0,0,1,1,1,0,"good","not sure","very high","very low","very low","low",16,11,10
"500","M",15,1,1,1,"secondary education","higher education",2,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","high","high","very low","very low","very low",0,16,16
"501","F",15,1,1,1,"secondary education","secondary education",3,4,1,"<15mins",">10hrs",0,1,0,0,0,1,1,0,0,"good","not sure","not sure","very low","very low","high",10,10,10
"502","F",15,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins",">10hrs",0,1,1,0,0,1,1,1,0,"excellent","very low","low","very low","very low","not sure",4,10,10
"503","M",16,1,1,0,"secondary education","secondary education",2,3,1,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","not sure","very low","very low","very high",4,13,14
"504","M",15,0,1,0,"higher education","higher education",3,3,1,">1hr",">10hrs",0,0,1,0,1,1,1,1,1,"very bad","not sure","very high","not sure","very high","very low",8,12,11
"505","F",16,1,0,0,"higher education","higher education",4,4,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,1,"excellent","high","very high","very low","very low","high",2,15,14
"506","M",15,1,0,1,"higher education","higher education",0,0,0,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"excellent","very high","not sure","very low","very low","high",4,13,14
"507","F",16,0,1,0,"secondary education","secondary education",2,3,1,"<15mins","5-10hrs",0,1,1,0,1,1,1,1,0,"good","very low","low","very low","very low","low",4,11,11
"508","F",16,1,1,0,"5th-9th grade","5th-9th grade",1,3,0,"<15mins","2-5hrs",1,1,0,0,1,1,1,1,0,"not sure","very low","low","very low","very low","very high",12,8,10
"509","M",15,1,0,0,"higher education","5th-9th grade",0,3,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"not sure","very high","low","very low","very low","not sure",10,18,18
"510","M",15,0,1,0,"5th-9th grade","primary education",4,2,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"excellent","high","low","very low","very low","very high",4,10,10
"511","M",16,1,1,0,"higher education","higher education",0,0,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","high","high","very low","low","very high",6,16,14
"512","M",15,1,1,0,"higher education","higher education",3,0,1,"15-30mins","2-5hrs",0,0,1,0,1,1,1,0,0,"good","high","not sure","very low","very low","low",4,16,16
"513","M",16,1,1,0,"secondary education","secondary education",3,2,1,"15-30mins","<2hrs",0,0,0,0,1,1,1,1,0,"excellent","high","low","very low","very low","very high",6,14,15
"514","M",17,0,1,0,"primary education","secondary education",3,3,1,"30mins-1hr","2-5hrs",1,0,1,0,1,1,1,1,0,"excellent","low","high","very low","high","very high",14,12,11
"515","M",15,1,1,0,"secondary education","higher education",3,3,1,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"not sure","high","not sure","very low","low","high",2,14,14
"516","F",15,1,1,0,"primary education","5th-9th grade",1,2,0,"<15mins","2-5hrs",0,0,0,0,0,0,1,1,0,"not sure","low","not sure","very low","low","very low",0,14,14
"517","M",15,1,1,0,"5th-9th grade","5th-9th grade",2,2,1,"<15mins",">10hrs",0,0,1,0,1,1,1,1,0,"excellent","very high","high","very low","low","very high",6,14,13
"518","F",16,1,0,0,"5th-9th grade","higher education",3,4,1,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,1,"good","low","low","very low","low","very high",2,14,13
"519","M",16,1,1,0,"higher education","higher education",4,3,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,0,"not sure","high","high","very low","high","very high",4,12,13
"520","F",16,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,0,0,0,1,1,1,1,"excellent","high","high","very low","very low","very high",0,12,11
"521","M",15,1,1,0,"secondary education","higher education",2,2,1,"<15mins","<2hrs",0,1,0,0,0,1,1,1,0,"excellent","very high","very high","not sure","low","very high",2,9,9
"522","F",15,1,0,1,"secondary education","higher education",3,3,0,"<15mins","2-5hrs",0,1,0,0,1,1,1,1,1,"excellent","not sure","low","very low","very low","very low",0,10,11
"523","F",19,1,1,0,"none","primary education",1,3,2,"<15mins","2-5hrs",2,0,1,0,0,0,0,0,0,"not sure","high","low","very low","very low","very high",0,9,11
"524","M",16,0,1,0,"higher education","higher education",0,0,0,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"not sure","very high","very high","low","very high","high",8,14,15
"525","M",16,1,1,0,"5th-9th grade","secondary education",3,3,0,"15-30mins","5-10hrs",0,0,1,0,0,0,1,1,1,"not sure","low","not sure","low","low","very low",4,13,13
"526","F",15,0,1,0,"secondary education","higher education",2,0,1,"15-30mins","5-10hrs",0,0,1,0,0,1,1,1,1,"good","low","low","low","low","very high",0,10,12
"527","F",18,1,1,0,"5th-9th grade","primary education",2,3,0,"<15mins","2-5hrs",3,0,1,0,1,1,0,1,1,"excellent","high","very high","very low","not sure","very high",10,10,8
"528","F",17,1,0,1,"5th-9th grade","primary education",3,3,0,"30mins-1hr","<2hrs",0,0,1,0,0,1,1,1,0,"not sure","low","low","very low","low","very high",8,11,11
"529","F",15,1,1,0,"primary education","primary education",1,3,0,"30mins-1hr","<2hrs",0,0,1,0,1,0,1,1,1,"good","not sure","not sure","very low","low","high",6,11,13
"530","F",17,1,0,0,"5th-9th grade","5th-9th grade",3,3,1,"<15mins","<2hrs",0,0,1,0,0,1,1,1,1,"not sure","high","high","very low","not sure","very high",2,13,12
"531","F",16,1,1,1,"secondary education","higher education",2,3,1,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"not sure","low","very low","very low","high","very high",12,15,14
"532","M",16,1,1,0,"5th-9th grade","primary education",1,3,0,">1hr","<2hrs",0,0,0,0,0,1,1,0,0,"not sure","low","very low","very low","very low","low",4,9,11
"533","F",16,1,1,1,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","<2hrs",1,0,0,0,0,1,1,0,0,"excellent","not sure","high","very low","very low","very high",12,13,11
"534","M",15,0,1,0,"secondary education","higher education",1,0,0,">1hr","2-5hrs",0,0,1,0,0,1,1,0,1,"excellent","not sure","not sure","very low","very low","very high",2,12,11
"535","F",15,1,1,0,"higher education","higher education",2,1,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,1,"good","not sure","not sure","very low","very low","very high",4,13,15
"536","M",17,0,1,0,"secondary education","higher education",1,3,0,"30mins-1hr","2-5hrs",0,0,0,0,0,1,1,0,0,"excellent","high","very high","low","high","very high",2,10,10
"537","F",16,0,1,0,"primary education","primary education",1,3,0,">1hr","2-5hrs",0,0,1,0,0,1,1,0,0,"excellent","very low","not sure","very low","very low","not sure",0,14,13
"538","M",18,1,0,0,"secondary education","primary education",2,2,0,"15-30mins","<2hrs",0,0,0,0,1,1,1,1,1,"not sure","not sure","high","high","very high","high",2,11,12
"539","F",18,1,1,1,"secondary education","5th-9th grade",3,2,2,"<15mins","5-10hrs",0,0,1,0,1,0,1,1,1,"good","not sure","not sure","very high","very low","very high",10,12,11
"540","F",16,0,1,0,"primary education","primary education",3,2,0,"15-30mins","<2hrs",0,0,1,0,1,1,1,0,1,"not sure","not sure","not sure","very low","low","very low",8,12,11
"541","F",16,1,1,1,"secondary education","secondary education",3,3,2,"15-30mins","<2hrs",0,0,1,0,1,0,1,1,1,"good","not sure","low","very low","very low","very high",4,9,10
"542","M",16,1,0,0,"primary education","primary education",2,3,0,"<15mins","2-5hrs",2,0,0,0,0,1,1,0,1,"good","high","high","very low","not sure","very high",0,10,10
"543","F",15,1,1,0,"higher education","higher education",0,0,0,"15-30mins","<2hrs",0,0,0,0,1,1,1,1,0,"good","not sure","low","very low","very low","very high",6,13,14
"544","F",15,0,1,0,"primary education","primary education",3,3,0,"30mins-1hr","<2hrs",1,0,0,0,1,1,1,1,1,"excellent","very high","very high","very low","very low","very low",2,8,9
"545","M",15,1,1,0,"higher education","secondary education",0,2,1,"15-30mins",">10hrs",0,1,1,0,0,1,1,1,0,"bad","low","low","very low","very low","not sure",6,9,11
"546","F",15,1,1,1,"secondary education","secondary education",2,2,0,"<15mins","2-5hrs",0,0,0,0,0,0,1,0,1,"very bad","not sure","low","low","not sure","very low",24,9,9
"547","M",16,1,1,0,"higher education","higher education",2,2,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","not sure","very low","not sure","very high",0,15,13
"548","M",16,1,0,0,"5th-9th grade","5th-9th grade",2,2,1,"15-30mins","<2hrs",0,0,1,0,1,1,1,1,0,"bad","not sure","not sure","low","low","low",4,12,11
"549","F",15,1,1,0,"higher education","higher education",0,2,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"good","low","low","very low","very low","very high",2,13,13
"550","F",16,1,0,0,"primary education","primary education",1,1,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"not sure","high","high","not sure","not sure","very low",4,10,11
"551","M",17,1,1,0,"5th-9th grade","primary education",3,3,0,"<15mins","<2hrs",0,0,1,0,0,1,1,1,0,"excellent","high","very high","very low","low","very high",22,9,6
"552","F",15,1,1,0,"primary education","primary education",3,2,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","high","low","very low","low","very high",0,12,12
"553","F",15,1,0,1,"5th-9th grade","primary education",1,3,0,"15-30mins","<2hrs",0,0,1,0,1,1,0,1,1,"good","high","low","very low","very low","very high",0,11,10
"554","F",15,1,1,0,"secondary education","5th-9th grade",4,2,1,"<15mins","2-5hrs",1,0,1,0,0,1,1,1,0,"not sure","not sure","low","very low","very low","not sure",2,11,11
"555","F",15,1,1,0,"primary education","5th-9th grade",1,3,0,"<15mins","2-5hrs",0,0,1,0,0,0,1,1,0,"good","not sure","low","very low","very low","very high",6,13,13
"556","F",15,1,1,0,"primary education","5th-9th grade",1,2,1,"<15mins","2-5hrs",0,0,0,0,0,0,1,0,1,"bad","not sure","high","low","high","very low",6,11,11
"557","M",16,1,1,0,"higher education","higher education",0,0,0,"<15mins","<2hrs",0,0,1,0,0,1,0,1,1,"not sure","not sure","low","low","very low","very high",16,9,8
"558","M",15,1,0,1,"5th-9th grade","primary education",2,3,0,">1hr","<2hrs",0,0,0,0,0,1,1,1,0,"good","very high","very high","low","very high","very high",0,12,11
"559","M",18,1,0,0,"primary education","primary education",3,3,0,"<15mins","<2hrs",2,0,0,0,0,1,0,1,1,"bad","not sure","very high","low","very high","high",0,11,0
"560","M",16,1,0,0,"5th-9th grade","primary education",1,3,0,"<15mins","<2hrs",1,0,0,0,1,1,1,0,1,"good","high","high","not sure","very high","very high",6,9,10
"561","F",15,0,1,0,"secondary education","secondary education",2,2,2,"15-30mins","5-10hrs",0,0,1,1,1,1,1,1,1,"good","low","very low","low","not sure","not sure",2,13,13
"562","M",19,1,1,0,"secondary education","5th-9th grade",2,1,0,"<15mins","<2hrs",0,0,1,0,0,1,0,1,1,"good","very high","high","very low","very low","high",6,11,11
"563","F",17,1,1,0,"higher education","higher education",3,0,0,"<15mins","<2hrs",0,1,1,0,0,1,1,0,1,"good","low","very low","very low","very low","high",0,13,13
"564","M",15,0,1,0,"5th-9th grade","secondary education",1,2,0,"<15mins","2-5hrs",0,1,0,1,1,1,1,0,0,"good","high","high","very low","very low","very low",0,7,8
"565","M",17,0,0,0,"primary education","5th-9th grade",3,3,0,"<15mins","<2hrs",3,0,0,0,0,1,1,0,0,"bad","low","low","not sure","not sure","very high",14,9,10
"566","F",18,0,1,0,"primary education","primary education",1,3,0,"30mins-1hr","<2hrs",3,0,1,0,1,0,1,0,0,"excellent","low","very high","very low","very high","high",6,11,11
"567","M",16,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"30mins-1hr","<2hrs",0,0,0,0,0,0,1,0,0,"good","low","low","very low","low","not sure",4,12,11
"568","M",16,1,1,0,"secondary education","secondary education",3,2,1,"<15mins","2-5hrs",1,0,1,0,0,1,1,1,1,"good","very high","very high","high","high","very high",0,10,1
"569","M",16,1,0,0,"primary education","5th-9th grade",4,2,0,"15-30mins","<2hrs",2,0,0,0,0,0,1,1,0,"good","high","very high","not sure","very high","very high",0,9,10
"570","M",17,0,0,0,"5th-9th grade","primary education",1,3,0,"15-30mins","<2hrs",1,0,0,1,1,1,0,1,1,"not sure","not sure","low","low","low","very high",8,8,9
"571","M",17,0,1,0,"secondary education","5th-9th grade",3,3,0,"15-30mins","2-5hrs",2,1,1,0,0,1,1,1,1,"good","high","high","very low","high","not sure",4,7,8
"572","M",15,1,0,0,"primary education","5th-9th grade",3,3,0,"15-30mins","<2hrs",0,0,0,0,1,1,1,0,0,"good","high","high","low","high","very high",2,8,10
"573","M",16,1,1,0,"primary education","secondary education",1,2,1,"<15mins","<2hrs",1,0,0,0,0,1,0,1,0,"excellent","not sure","not sure","very low","high","low",2,9,8
"574","M",17,0,0,0,"primary education","primary education",3,2,0,">1hr","2-5hrs",0,0,0,0,1,1,0,0,1,"excellent","not sure","very high","very low","very high","very high",0,8,8
"575","M",17,1,1,0,"secondary education","5th-9th grade",2,2,0,"15-30mins","<2hrs",3,0,1,0,1,0,0,0,0,"good","very high","low","very low","very low","low",10,8,8
"576","M",16,1,1,0,"5th-9th grade","5th-9th grade",3,3,1,"<15mins","2-5hrs",0,0,0,0,0,1,0,1,0,"good","not sure","very high","low","high","high",0,9,11
"577","F",16,1,1,0,"higher education","5th-9th grade",4,2,1,"<15mins","2-5hrs",0,0,0,0,0,1,1,1,1,"good","low","not sure","very low","very low","not sure",0,17,18
"578","F",16,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,0,1,1,0,"excellent","very low","very high","very low","very low","high",0,12,13
"579","F",16,1,1,0,"higher education","higher education",4,4,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","high","low","very low","very low","not sure",0,16,17
"580","M",16,1,1,0,"secondary education","higher education",3,3,1,"30mins-1hr","<2hrs",1,0,1,0,1,0,1,1,0,"not sure","high","very high","low","high","low",4,9,10
"581","M",16,1,1,0,"primary education","none",3,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,1,"good","not sure","low","very low","very low","not sure",0,16,18
"582","M",17,1,0,0,"higher education","higher education",0,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","high","high","very low","not sure","very high",0,11,10
"583","F",16,1,1,0,"primary education","secondary education",1,2,0,"<15mins","2-5hrs",0,0,0,0,1,0,1,1,1,"good","not sure","very high","very low","very low","not sure",0,14,13
"584","F",16,1,0,0,"secondary education","secondary education",3,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","high","very high","very low","very low","high",0,14,15
"585","M",17,1,0,0,"higher education","secondary education",0,3,0,"15-30mins","2-5hrs",0,0,0,0,1,1,1,1,0,"good","high","high","high","high","high",0,10,11
"586","F",16,1,1,0,"5th-9th grade","5th-9th grade",2,3,0,"15-30mins","2-5hrs",0,0,0,0,1,0,1,1,0,"not sure","high","high","very low","high","very high",0,13,14
"587","M",17,1,1,0,"secondary education","secondary education",3,3,1,"<15mins","2-5hrs",0,0,0,0,1,0,1,1,0,"good","not sure","high","very low","high","high",4,11,10
"588","M",16,0,1,0,"higher education","5th-9th grade",0,2,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,1,"good","not sure","not sure","not sure","high","not sure",8,10,11
"589","M",17,1,1,0,"higher education","secondary education",3,3,0,"<15mins","2-5hrs",0,0,1,1,1,1,1,1,1,"excellent","low","not sure","very low","very low","low",4,11,13
"590","M",16,1,1,0,"higher education","secondary education",0,3,0,"<15mins","2-5hrs",0,0,1,1,1,1,1,1,0,"not sure","high","not sure","low","not sure","not sure",4,11,11
"591","M",16,1,1,0,"secondary education","secondary education",2,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"good","low","not sure","very low","low","not sure",0,11,13
"592","F",17,1,1,0,"5th-9th grade","higher education",2,2,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,0,0,"excellent","high","low","low","not sure","very high",0,17,17
"593","F",17,1,0,0,"secondary education","secondary education",3,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,1,"excellent","not sure","not sure","low","not sure","very low",32,14,14
"594","F",16,1,1,0,"secondary education","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"very bad","low","low","very low","low","very low",8,14,16
"595","M",17,1,1,0,"secondary education","secondary education",2,2,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,1,"good","not sure","high","low","not sure","high",6,11,14
"596","M",16,1,1,0,"primary education","5th-9th grade",2,2,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,1,"not sure","not sure","not sure","very low","low","not sure",0,10,11
"597","M",16,1,0,0,"5th-9th grade","primary education",3,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"good","low","not sure","very low","low","very high",0,13,16
"598","F",17,1,1,1,"secondary education","secondary education",4,3,0,"<15mins","2-5hrs",0,0,1,0,0,0,1,1,1,"not sure","not sure","not sure","very low","not sure","not sure",10,12,14
"599","M",17,0,1,0,"primary education","5th-9th grade",1,3,0,"<15mins","2-5hrs",0,0,0,0,0,1,1,0,0,"not sure","very low","not sure","very low","very high","not sure",6,9,10
"600","F",16,1,1,0,"5th-9th grade","secondary education",2,2,0,"<15mins","2-5hrs",0,0,0,0,0,1,1,1,0,"good","not sure","not sure","very low","very low","low",6,12,13
"601","F",17,1,1,0,"primary education","primary education",1,2,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,0,"excellent","not sure","not sure","very low","very low","not sure",0,12,12
"602","M",17,1,1,0,"primary education","5th-9th grade",1,2,2,"15-30mins","2-5hrs",0,0,0,0,1,0,1,1,0,"good","high","high","high","very high","very high",16,10,12
"603","M",16,0,1,0,"secondary education","secondary education",2,2,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,0,"good","not sure","low","not sure","high","very high",0,11,10
"604","M",16,1,1,0,"5th-9th grade","secondary education",3,3,1,"15-30mins","<2hrs",0,0,0,0,0,1,1,1,0,"excellent","not sure","not sure","very low","very low","not sure",0,13,12
"605","F",17,1,0,0,"5th-9th grade","higher education",2,2,1,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"good","not sure","low","very low","very low","very high",8,14,16
"606","M",17,1,1,0,"higher education","higher education",2,0,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"excellent","low","not sure","very low","low","very high",4,13,14
"607","M",16,0,0,0,"secondary education","secondary education",0,3,1,"30mins-1hr","<2hrs",0,0,1,0,1,1,1,1,0,"not sure","not sure","high","not sure","very high","not sure",16,10,12
"608","F",17,1,1,0,"higher education","higher education",2,0,0,"15-30mins","<2hrs",1,0,1,0,0,1,1,1,0,"good","low","high","low","not sure","low",30,14,16
"609","F",16,1,0,0,"higher education","higher education",0,0,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","very high","low","very low","low","not sure",0,11,11
"610","F",16,1,1,0,"higher education","secondary education",4,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","very high","very low","very high","low",2,14,15
"611","F",16,1,1,0,"5th-9th grade","secondary education",3,3,0,"<15mins","2-5hrs",0,1,1,0,1,1,1,0,0,"good","high","not sure","very low","not sure","high",4,11,12
"612","F",17,1,1,0,"primary education","primary education",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,0,1,0,0,"good","high","high","very low","not sure","very low",0,14,15
"613","F",17,0,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,1,0,0,1,1,1,0,"excellent","not sure","low","very low","low","not sure",21,13,13
"614","F",16,0,1,0,"5th-9th grade","5th-9th grade",2,2,0,"15-30mins",">10hrs",0,0,1,0,1,0,1,1,0,"excellent","not sure","very high","very low","very low","very high",6,13,13
"615","F",17,1,1,0,"secondary education","higher education",1,2,0,"<15mins","5-10hrs",1,0,1,1,0,1,1,1,1,"good","high","not sure","not sure","high","very high",14,8,8
"616","F",16,1,1,1,"secondary education","primary education",2,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"bad","not sure","not sure","low","low","high",2,11,12
"617","F",16,1,1,0,"higher education","secondary education",0,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"very bad","not sure","low","very low","very low","very low",4,14,15
"618","F",16,1,1,0,"primary education","primary education",1,3,0,"15-30mins","<2hrs",0,0,1,0,0,1,1,0,0,"good","not sure","low","very low","high","very high",2,12,13
"619","F",17,0,1,0,"higher education","secondary education",0,3,0,"15-30mins","5-10hrs",0,0,1,0,1,1,1,1,1,"good","high","low","very low","very low","high",0,11,12
"620","F",19,1,1,0,"secondary education","secondary education",3,3,2,"<15mins",">10hrs",0,0,1,0,1,1,1,1,0,"good","not sure","not sure","very low","low","not sure",4,12,12
"621","M",17,1,0,0,"higher education","higher education",2,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"excellent","not sure","very high","high","very high","not sure",15,13,12
"622","F",16,1,1,1,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,1,1,0,0,1,1,1,0,"not sure","not sure","high","very low","very low","high",0,13,13
"623","M",18,1,1,0,"5th-9th grade","5th-9th grade",2,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","high","high","low","high","very high",10,12,11
"624","F",17,0,0,0,"higher education","higher education",2,3,0,"<15mins","<2hrs",0,0,1,0,0,1,1,0,0,"excellent","low","very low","very low","low","not sure",6,12,11
"625","F",17,1,0,0,"secondary education","5th-9th grade",3,3,0,"15-30mins","2-5hrs",0,0,0,0,0,1,1,1,0,"good","high","high","very low","not sure","very low",2,14,15
"626","F",17,1,1,0,"higher education","secondary education",3,3,0,"<15mins","2-5hrs",0,0,0,0,0,1,1,1,1,"not sure","high","very high","low","high","very low",16,11,10
"627","M",18,1,0,0,"secondary education","secondary education",2,4,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"not sure","low","high","low","high","high",10,10,10
"628","F",17,1,1,0,"5th-9th grade","secondary education",1,3,1,"15-30mins","<2hrs",0,0,1,0,0,1,1,0,0,"not sure","not sure","not sure","very low","high","not sure",4,12,13
"629","F",17,1,1,0,"5th-9th grade","5th-9th grade",1,1,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,1,0,"good","not sure","not sure","very low","very low","high",0,12,13
"630","F",17,0,1,0,"5th-9th grade","primary education",1,2,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","low","very high","very low","low","very high",0,11,11
"631","F",17,1,1,0,"primary education","primary education",1,3,0,"<15mins","5-10hrs",0,0,1,0,1,1,1,0,1,"good","not sure","high","very low","very low","very high",12,12,12
"632","F",16,1,1,0,"5th-9th grade","secondary education",2,0,0,"<15mins","2-5hrs",0,1,0,0,0,1,1,1,0,"bad","not sure","very low","very low","very low","not sure",0,13,14
"633","M",18,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"15-30mins","2-5hrs",3,0,1,1,0,1,1,1,0,"not sure","not sure","not sure","very high","very high","high",9,10,10
"634","F",16,1,1,0,"higher education","higher education",0,2,0,"<15mins","5-10hrs",0,0,1,0,1,0,1,1,0,"excellent","not sure","low","very low","very low","very high",4,15,16
"635","F",18,0,1,0,"secondary education","primary education",3,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"excellent","not sure","not sure","very low","very low","high",4,8,8
"636","F",17,1,1,0,"secondary education","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,0,0,1,0,1,1,0,"excellent","not sure","high","very low","not sure","not sure",2,17,17
"637","M",17,1,0,0,"5th-9th grade","secondary education",2,2,1,"<15mins","2-5hrs",0,0,1,0,0,0,1,1,0,"excellent","not sure","not sure","very low","not sure","not sure",0,10,11
"638","M",18,1,0,0,"5th-9th grade","primary education",1,3,0,">1hr","2-5hrs",0,1,1,0,1,1,1,1,1,"good","not sure","low","high","very high","not sure",2,9,11
"639","F",17,1,1,1,"5th-9th grade","primary education",3,3,0,"15-30mins","5-10hrs",0,0,0,0,1,1,1,1,1,"not sure","low","not sure","very low","low","not sure",0,15,16
"640","F",17,1,0,0,"higher education","secondary education",4,3,1,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"not sure","low","not sure","very low","low","not sure",0,14,12
"641","M",17,0,1,0,"5th-9th grade","5th-9th grade",3,3,1,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","very high","low","very low","very low","very low",0,12,13
